amount,merchant,country,velocity,is_fraud
257.37,casino,US,7,0
315.56,electronics,RU,7,0
42.79,casino,IN,4,0
44.59,airline,IN,3,0
295.71,airline,BR,6,1
294.75,casino,BR,8,0
1104.36,casino,BR,4,0
1047.65,wire_transfer,BR,2,0
201.19,wire_transfer,US,5,0
288.49,electronics,RU,6,0
179.77,wire_transfer,IN,4,0
353.61,wire_transfer,GB,2,0
97.94,casino,IN,9,0
257.17,casino,BR,9,0
57.01,airline,RU,9,0
58.39,electronics,GB,1,0
120.95,airline,IN,9,0
241.56,casino,US,5,0
23.75,airline,BR,7,0
358.49,fuel,RU,5,0
363.35,fuel,NG,9,0
275.56,electronics,GB,5,0
331.23,wire_transfer,US,2,0
383.11,fuel,US,9,0
204.83,grocer,IN,7,0
93.51,electronics,BR,8,0
300.86,wire_transfer,GB,7,0
7033.11,wire_transfer,RU,9,1
110.32,grocer,US,4,0
2361.13,airline,IN,4,0
355.98,casino,IN,6,0
170.29,casino,IN,7,0
84.0,fuel,US,6,0
201.56,wire_transfer,GB,3,0
218.3,airline,GB,8,0
8204.61,airline,NG,23,1
330.64,grocer,BR,2,0
323.69,casino,BR,8,0
53.95,airline,IN,7,0
113.34,airline,IN,9,0
7.0,airline,GB,9,0
191.54,wire_transfer,GB,8,0
197.37,electronics,GB,5,0
70.85,fuel,BR,9,0
196.47,wire_transfer,BR,5,0
152.75,casino,IN,1,0
48.57,fuel,IN,4,0
233.3,grocer,GB,2,0
3956.18,grocer,US,1,0
52.88,fuel,GB,3,0
5522.06,casino,NG,13,1
334.65,airline,US,8,0
323.92,grocer,US,8,0
158.08,casino,BR,9,0
185.9,fuel,US,8,0
171.04,grocer,IN,3,0
1624.98,fuel,GB,8,0
3759.43,fuel,IN,5,0
377.6,wire_transfer,IN,6,0
215.67,wire_transfer,BR,5,0
832.38,grocer,IN,1,0
15.74,electronics,GB,15,1
40.85,casino,GB,3,0
131.4,fuel,GB,8,0
67.44,wire_transfer,GB,4,0
138.24,electronics,BR,6,0
3995.28,wire_transfer,US,1,0
480.77,wire_transfer,US,24,0
97.02,airline,GB,9,0
24.32,fuel,BR,2,0
1651.51,wire_transfer,US,1,0
309.38,wire_transfer,US,4,0
1204.14,fuel,GB,8,0
113.79,grocer,IN,2,0
36.88,grocer,IN,9,0
91.86,airline,RU,8,0
7441.3,wire_transfer,BR,1,1
4093.36,wire_transfer,RU,1,1
351.61,electronics,BR,6,1
291.47,electronics,US,1,0
247.26,electronics,IN,7,0
328.3,casino,GB,3,0
394.83,airline,BR,4,0
10.9,fuel,GB,7,0
2481.71,casino,NG,7,0
275.05,airline,BR,7,0
360.75,airline,BR,3,0
331.28,airline,GB,6,0
6.32,casino,IN,1,0
311.28,airline,GB,5,0
345.19,fuel,IN,5,0
1263.99,electronics,GB,3,0
324.43,airline,GB,1,1
251.27,casino,US,2,0
359.64,grocer,US,1,0
23.2,electronics,GB,2,1
303.23,wire_transfer,BR,2,0
4.29,grocer,US,2,0
335.6,airline,US,9,0
5.19,wire_transfer,GB,3,0
224.31,casino,US,3,0
60.61,wire_transfer,BR,7,0
32.05,electronics,IN,9,0
361.73,fuel,GB,7,0
178.37,wire_transfer,US,2,0
398.2,wire_transfer,GB,1,0
90.67,wire_transfer,GB,7,0
189.1,casino,BR,2,0
274.04,wire_transfer,BR,3,0
3529.45,wire_transfer,BR,7,0
3248.51,airline,RU,8,0
2561.67,electronics,BR,8,0
322.68,electronics,US,6,0
421.96,fuel,NG,2,1
309.39,electronics,GB,8,0
136.46,wire_transfer,GB,9,0
336.37,fuel,IN,2,0
3779.87,fuel,GB,1,0
176.65,wire_transfer,GB,9,0
67.43,casino,GB,6,0
327.15,grocer,GB,9,0
326.05,wire_transfer,US,1,0
265.57,fuel,IN,5,0
331.0,grocer,BR,9,0
297.54,wire_transfer,US,8,0
244.64,fuel,BR,5,0
315.45,casino,US,5,0
2672.1,electronics,BR,3,0
153.02,grocer,BR,2,0
339.17,electronics,BR,8,0
248.64,electronics,US,2,0
574.07,grocer,NG,3,1
2381.16,fuel,US,3,0
222.99,airline,US,1,0
45.38,electronics,NG,4,1
2136.91,airline,US,7,0
121.41,fuel,GB,4,0
235.63,wire_transfer,IN,2,0
78.97,fuel,BR,4,0
204.57,electronics,US,5,0
359.92,grocer,US,2,0
105.34,wire_transfer,BR,7,0
250.88,casino,BR,2,0
27.67,airline,GB,5,0
308.81,fuel,IN,6,0
268.12,wire_transfer,IN,2,0
379.11,casino,GB,3,0
293.26,fuel,GB,8,0
248.06,electronics,GB,5,0
207.55,wire_transfer,US,9,0
259.55,electronics,US,4,0
376.96,fuel,BR,6,0
348.73,wire_transfer,BR,2,0
364.63,casino,IN,2,0
364.23,electronics,US,3,0
46.84,airline,GB,6,0
37.53,wire_transfer,US,7,0
1500.12,wire_transfer,NG,2,1
34.76,electronics,IN,3,0
185.24,airline,IN,1,0
398.94,grocer,IN,5,0
37.84,casino,GB,9,0
53.18,grocer,GB,7,0
196.31,wire_transfer,BR,5,0
399.45,fuel,BR,3,0
362.67,fuel,RU,7,0
2402.37,fuel,US,6,0
399.69,casino,RU,5,0
112.46,electronics,US,7,0
33.03,wire_transfer,IN,1,0
302.75,wire_transfer,GB,3,0
265.78,wire_transfer,IN,6,0
1728.56,electronics,BR,6,0
56.24,wire_transfer,US,6,0
172.32,grocer,US,7,0
121.7,electronics,BR,2,0
2372.6,casino,IN,5,0
48.63,grocer,GB,6,0
291.8,casino,US,3,0
4918.27,casino,NG,2,1
3.56,fuel,IN,4,0
197.46,wire_transfer,US,3,0
54.02,fuel,US,6,0
269.68,casino,BR,9,0
145.72,airline,GB,5,0
316.37,airline,GB,1,0
2084.02,fuel,US,8,0
44.11,casino,BR,6,0
203.49,casino,IN,3,0
131.97,fuel,NG,3,0
366.72,casino,NG,8,0
113.7,grocer,BR,6,0
1244.96,fuel,BR,8,0
269.92,grocer,US,3,0
203.44,airline,GB,4,0
3752.51,wire_transfer,BR,8,0
375.94,wire_transfer,GB,6,0
2541.71,grocer,BR,5,0
2188.06,casino,US,2,0
368.59,fuel,GB,7,0
2646.66,fuel,BR,4,0
3111.87,casino,IN,9,0
100.55,wire_transfer,RU,4,0
45.75,grocer,GB,2,0
304.42,casino,IN,5,0
2646.26,airline,BR,6,0
158.78,casino,IN,2,0
316.03,wire_transfer,US,1,0
25.12,grocer,US,7,0
110.93,electronics,GB,6,0
2446.81,wire_transfer,US,9,0
49.96,airline,IN,2,1
139.85,casino,BR,9,0
257.3,casino,IN,5,0
13.39,grocer,RU,9,0
31.6,casino,RU,6,1
3970.5,electronics,BR,3,0
8.85,wire_transfer,GB,1,0
226.44,wire_transfer,US,7,0
25.95,casino,US,2,0
40.98,casino,IN,3,0
154.23,airline,BR,5,0
214.13,casino,US,6,0
155.32,casino,IN,4,0
205.0,casino,BR,9,0
188.65,wire_transfer,RU,4,0
186.81,grocer,GB,8,0
186.77,wire_transfer,GB,3,0
2359.38,fuel,US,8,0
146.32,electronics,US,9,0
106.78,grocer,US,5,0
3296.11,electronics,BR,6,0
104.14,electronics,IN,6,0
103.2,grocer,US,5,0
765.69,wire_transfer,RU,24,1
45.59,wire_transfer,BR,4,0
3257.54,electronics,BR,7,0
281.22,fuel,IN,1,0
335.43,casino,BR,8,0
281.0,airline,NG,2,1
95.05,wire_transfer,US,7,0
42.97,electronics,GB,2,0
70.19,airline,GB,3,0
185.52,fuel,BR,7,0
335.47,grocer,BR,4,0
375.23,grocer,US,9,0
310.31,grocer,US,3,0
1201.92,electronics,BR,5,0
5265.25,casino,IN,3,1
89.53,wire_transfer,GB,9,0
275.2,casino,IN,4,0
61.97,airline,BR,6,0
27.13,wire_transfer,GB,1,0
40.24,electronics,US,1,0
397.37,airline,IN,8,0
269.93,grocer,IN,3,0
385.14,grocer,IN,2,0
237.97,wire_transfer,IN,6,0
3052.74,fuel,RU,6,0
43.1,grocer,GB,4,0
388.67,wire_transfer,US,8,0
345.37,fuel,GB,1,0
3198.92,electronics,NG,13,1
2783.45,grocer,IN,8,0
28.04,casino,GB,3,0
335.7,wire_transfer,NG,1,0
252.96,wire_transfer,US,2,0
277.97,grocer,NG,2,0
29.55,casino,IN,2,1
234.99,casino,BR,7,0
81.69,fuel,IN,8,0
184.83,casino,GB,3,0
137.53,airline,IN,9,0
480.0,casino,BR,7,0
160.77,casino,IN,3,0
170.63,wire_transfer,GB,5,0
182.52,grocer,US,7,0
6368.13,fuel,NG,21,1
254.47,electronics,IN,5,0
314.49,airline,IN,6,0
48.99,casino,GB,2,0
24.07,casino,GB,2,0
866.73,wire_transfer,IN,7,0
86.2,airline,IN,6,0
3713.92,fuel,US,8,0
3366.76,wire_transfer,BR,4,0
271.2,casino,GB,4,0
66.04,fuel,IN,2,0
264.4,casino,GB,3,0
329.61,wire_transfer,GB,6,0
4902.97,wire_transfer,RU,17,1
36.48,casino,BR,6,0
1865.13,fuel,BR,8,0
93.56,airline,US,5,1
330.59,casino,IN,8,0
29.74,fuel,GB,9,0
134.79,wire_transfer,GB,3,0
3906.8,casino,IN,2,0
23.36,grocer,GB,9,0
95.21,wire_transfer,NG,3,0
287.56,electronics,NG,7,0
176.59,casino,BR,4,0
67.52,airline,BR,1,0
4.84,electronics,RU,4,0
2489.21,wire_transfer,IN,6,0
58.17,fuel,IN,1,0
102.49,wire_transfer,RU,5,0
187.07,electronics,IN,5,0
36.35,grocer,GB,2,0
321.22,fuel,RU,1,0
129.47,electronics,US,9,0
1666.45,casino,BR,5,0
386.87,grocer,BR,8,0
2210.42,casino,GB,3,0
254.44,electronics,BR,9,1
14.39,wire_transfer,IN,3,0
126.03,fuel,IN,4,0
379.53,electronics,US,4,0
255.92,wire_transfer,IN,3,0
391.7,grocer,IN,3,0
315.01,casino,BR,4,0
294.21,grocer,US,5,0
375.46,wire_transfer,US,6,0
330.05,casino,BR,5,0
307.55,airline,US,1,0
3666.71,casino,BR,6,0
279.86,fuel,GB,2,0
253.49,electronics,US,9,0
124.64,wire_transfer,BR,4,0
277.25,electronics,RU,2,0
2756.1,casino,GB,5,0
3999.63,airline,BR,2,1
178.95,electronics,BR,9,0
274.18,fuel,IN,7,0
808.72,casino,RU,6,0
30.21,casino,BR,8,0
127.17,wire_transfer,IN,4,0
50.78,wire_transfer,GB,9,0
314.41,airline,US,2,0
53.44,airline,BR,8,0
398.11,grocer,BR,5,0
201.26,fuel,US,5,0
63.34,wire_transfer,BR,1,0
200.22,casino,BR,6,0
165.07,airline,IN,3,0
26.18,wire_transfer,US,6,0
160.6,grocer,GB,8,0
184.73,wire_transfer,GB,2,0
176.19,wire_transfer,BR,4,0
3117.66,casino,GB,8,0
568.47,wire_transfer,US,4,0
130.23,fuel,US,9,0
369.4,electronics,GB,3,0
363.24,grocer,IN,5,0
23.98,grocer,IN,6,0
243.03,electronics,US,1,0
345.92,grocer,GB,1,0
5671.41,wire_transfer,RU,2,1
253.35,fuel,GB,3,0
206.58,fuel,US,6,0
309.89,fuel,GB,3,0
105.1,grocer,BR,9,0
258.42,casino,IN,3,0
274.93,casino,GB,5,0
1822.69,grocer,BR,1,0
204.59,fuel,US,4,0
128.57,grocer,NG,5,0
122.16,electronics,GB,1,0
3965.91,airline,BR,5,0
138.61,fuel,BR,1,0
344.15,casino,US,4,0
108.99,grocer,US,7,0
313.17,electronics,BR,4,0
153.97,casino,IN,9,0
39.26,electronics,IN,4,0
90.51,fuel,US,4,0
3093.42,wire_transfer,IN,1,0
117.2,grocer,BR,3,0
210.75,electronics,US,7,0
351.96,fuel,IN,3,0
182.91,wire_transfer,BR,4,0
23.64,grocer,US,2,0
134.51,airline,BR,8,0
356.19,airline,IN,5,0
316.5,wire_transfer,US,8,0
196.3,fuel,US,1,0
3942.94,fuel,GB,1,0
87.33,grocer,BR,6,0
9.26,grocer,GB,4,0
435.16,fuel,IN,2,0
294.79,wire_transfer,IN,1,0
359.92,casino,US,9,0
339.41,fuel,GB,3,0
333.75,casino,GB,4,0
230.87,casino,GB,2,0
14.43,casino,RU,7,0
3166.17,casino,BR,2,0
219.04,wire_transfer,BR,7,0
3099.22,airline,IN,5,0
141.72,airline,IN,3,0
1562.55,grocer,GB,2,0
211.12,fuel,IN,4,0
6800.19,wire_transfer,GB,22,1
2153.75,fuel,NG,2,0
90.2,electronics,BR,4,0
176.77,fuel,BR,8,0
229.59,grocer,BR,6,0
3829.51,wire_transfer,IN,8,0
26.25,airline,GB,9,0
238.99,wire_transfer,BR,5,0
65.0,electronics,US,8,0
9.74,casino,US,2,0
14.72,casino,BR,4,0
334.85,wire_transfer,GB,7,0
30.14,fuel,US,3,0
207.05,casino,GB,3,0
1329.5,airline,IN,6,0
114.71,electronics,GB,9,0
334.89,wire_transfer,BR,8,0
126.1,casino,BR,7,0
298.79,wire_transfer,US,7,0
244.49,fuel,GB,8,0
54.1,grocer,NG,9,0
2177.5,fuel,US,9,0
34.82,fuel,BR,6,0
3236.09,electronics,BR,2,0
314.07,wire_transfer,RU,7,1
319.2,airline,IN,4,0
217.36,grocer,IN,2,0
279.47,fuel,IN,3,0
434.98,wire_transfer,NG,4,1
319.86,grocer,GB,4,0
239.5,electronics,GB,6,0
354.84,casino,IN,2,0
285.77,casino,BR,2,0
29.18,casino,IN,7,0
135.72,grocer,IN,6,0
302.01,wire_transfer,GB,5,0
569.23,casino,GB,8,0
2621.9,electronics,IN,6,0
272.38,fuel,NG,2,1
2838.82,airline,IN,1,0
231.48,airline,IN,7,0
96.61,casino,BR,4,0
1549.63,casino,GB,1,0
302.4,grocer,IN,1,0
56.22,electronics,US,7,0
161.19,airline,IN,5,0
478.1,casino,IN,3,1
121.7,casino,RU,3,0
335.15,wire_transfer,US,3,0
390.27,wire_transfer,US,8,0
3970.98,electronics,GB,4,0
141.35,electronics,US,1,0
106.62,electronics,US,6,0
65.88,grocer,NG,9,0
160.02,airline,NG,8,0
774.36,grocer,IN,9,0
195.56,fuel,RU,8,0
397.73,electronics,NG,7,0
163.06,airline,BR,5,1
73.92,casino,BR,6,0
358.36,grocer,RU,7,0
636.9,wire_transfer,GB,3,1
371.68,airline,IN,2,0
330.09,electronics,GB,8,0
257.69,fuel,BR,7,0
226.67,airline,US,3,0
61.49,airline,IN,7,0
288.18,grocer,BR,7,1
125.01,fuel,GB,8,0
216.41,wire_transfer,GB,4,0
233.41,airline,IN,9,0
67.51,wire_transfer,GB,1,0
173.0,electronics,IN,8,0
15.92,casino,GB,2,0
8146.24,casino,BR,1,1
163.6,electronics,US,3,0
311.71,wire_transfer,GB,5,0
26.85,casino,GB,2,0
82.7,electronics,GB,2,0
159.26,electronics,US,3,0
315.05,grocer,US,1,0
273.5,airline,BR,5,0
119.82,airline,BR,2,0
183.4,grocer,GB,3,0
343.0,airline,GB,8,0
197.03,wire_transfer,US,4,0
44.37,wire_transfer,BR,7,0
76.43,wire_transfer,RU,4,0
212.61,wire_transfer,IN,7,0
368.75,grocer,US,3,0
321.43,wire_transfer,IN,6,0
360.54,grocer,GB,2,0
110.09,airline,US,5,0
265.69,airline,IN,3,0
56.46,casino,GB,9,0
181.91,grocer,BR,5,0
382.57,grocer,US,5,0
189.67,grocer,US,9,0
121.23,wire_transfer,IN,7,0
325.48,wire_transfer,US,6,0
39.66,electronics,IN,8,1
248.78,casino,BR,1,0
153.2,fuel,BR,4,0
311.45,casino,GB,6,0
2688.44,electronics,BR,1,0
6520.99,wire_transfer,BR,2,1
64.73,fuel,IN,9,0
159.07,airline,GB,1,1
123.02,wire_transfer,GB,3,0
3.13,airline,BR,7,0
3816.61,casino,US,6,0
706.32,grocer,GB,4,0
19.36,airline,US,5,0
305.87,casino,US,4,0
232.8,grocer,US,9,0
1855.03,airline,BR,6,0
66.78,electronics,BR,7,0
147.75,airline,IN,3,0
137.83,fuel,GB,6,0
177.61,fuel,GB,3,0
246.02,fuel,GB,9,0
2592.69,fuel,IN,1,0
266.49,electronics,BR,4,0
117.38,wire_transfer,BR,4,0
397.88,wire_transfer,IN,6,0
81.64,electronics,BR,7,0
2981.46,casino,IN,3,0
396.53,casino,BR,2,0
222.58,wire_transfer,US,4,0
370.87,airline,NG,5,0
227.55,electronics,GB,9,0
10.4,electronics,IN,2,0
379.17,grocer,US,8,0
250.98,casino,BR,7,0
222.81,electronics,US,2,1
52.18,grocer,US,3,0
257.41,fuel,BR,5,0
150.96,grocer,US,7,0
1902.86,fuel,IN,6,0
3554.75,casino,US,5,0
294.24,fuel,GB,8,0
326.67,fuel,GB,6,0
333.05,fuel,GB,1,0
121.12,airline,US,7,1
1135.65,electronics,NG,3,0
24.85,fuel,BR,2,0
155.74,grocer,BR,2,0
375.95,wire_transfer,US,6,1
248.52,fuel,US,2,0
178.41,fuel,RU,5,0
261.21,airline,IN,1,0
1314.95,wire_transfer,US,9,0
53.7,electronics,GB,9,0
119.64,casino,GB,5,0
188.47,electronics,US,9,0
140.0,airline,RU,9,0
66.32,wire_transfer,BR,1,0
23.64,fuel,BR,6,0
300.96,airline,IN,5,0
2963.78,electronics,BR,8,0
293.56,grocer,GB,7,0
81.56,grocer,US,9,0
350.4,fuel,RU,4,0
85.88,fuel,BR,5,0
248.24,fuel,GB,3,0
347.56,fuel,US,3,0
261.12,fuel,US,4,0
46.05,airline,NG,9,0
2964.08,fuel,GB,3,0
355.57,grocer,US,5,0
6226.18,wire_transfer,NG,5,1
3436.38,grocer,US,3,0
165.73,electronics,BR,7,0
77.11,wire_transfer,BR,5,0
192.89,wire_transfer,IN,2,0
358.67,wire_transfer,IN,6,0
157.17,airline,BR,5,0
85.18,grocer,BR,7,0
99.06,casino,US,2,0
46.74,casino,IN,8,0
271.59,grocer,US,5,1
1943.04,electronics,BR,6,0
398.88,casino,IN,1,0
140.67,airline,GB,6,0
88.03,electronics,IN,6,0
63.1,grocer,GB,5,0
227.89,wire_transfer,IN,7,0
366.31,airline,GB,5,0
319.92,casino,GB,3,0
246.82,electronics,GB,4,0
263.82,grocer,GB,2,0
206.84,airline,IN,8,0
211.25,grocer,GB,8,0
40.66,grocer,IN,9,0
241.92,casino,NG,8,0
138.45,airline,BR,1,0
231.91,wire_transfer,IN,9,0
50.31,airline,BR,3,0
58.46,airline,US,6,0
68.24,wire_transfer,GB,8,0
6894.97,casino,RU,1,1
7920.05,casino,IN,2,1
267.67,fuel,BR,7,0
261.63,grocer,US,9,1
23.01,wire_transfer,NG,6,0
9.34,wire_transfer,IN,1,0
61.59,fuel,GB,6,0
323.72,electronics,BR,2,0
114.47,grocer,IN,3,0
228.66,electronics,GB,1,0
58.99,airline,BR,4,0
338.75,grocer,RU,6,0
1956.83,electronics,IN,6,0
385.63,casino,US,7,0
151.39,casino,GB,6,0
174.98,casino,IN,7,0
211.63,airline,GB,8,0
246.04,grocer,BR,4,0
100.66,grocer,BR,6,0
3257.74,wire_transfer,GB,4,0
180.87,electronics,GB,2,0
130.13,electronics,US,5,0
276.73,airline,BR,5,0
157.15,electronics,GB,4,0
302.63,wire_transfer,GB,3,0
25.13,grocer,GB,1,0
388.79,grocer,GB,5,0
375.38,wire_transfer,BR,1,0
94.24,wire_transfer,BR,4,0
283.91,grocer,US,3,0
272.68,grocer,GB,2,0
298.19,airline,BR,1,0
577.69,wire_transfer,BR,5,0
387.51,casino,NG,3,0
2487.36,casino,GB,3,0
36.85,wire_transfer,US,4,0
332.58,wire_transfer,BR,4,0
121.07,electronics,RU,7,1
147.19,wire_transfer,US,6,1
258.79,wire_transfer,IN,3,0
2482.62,grocer,GB,8,0
364.79,wire_transfer,GB,3,1
35.82,electronics,US,5,1
358.17,airline,BR,8,0
38.08,airline,IN,2,0
166.74,wire_transfer,IN,10,1
121.43,casino,IN,5,0
63.81,grocer,GB,1,0
365.28,grocer,US,5,0
178.96,fuel,GB,5,0
299.48,fuel,IN,6,0
3998.36,electronics,RU,3,1
220.17,electronics,BR,9,0
188.67,wire_transfer,BR,3,0
290.1,casino,GB,8,0
252.1,wire_transfer,US,5,0
211.79,casino,RU,3,0
40.48,airline,GB,2,0
318.06,grocer,US,5,0
11.8,casino,BR,1,0
121.63,wire_transfer,IN,2,0
3691.72,airline,US,8,0
210.44,airline,BR,3,0
348.96,airline,IN,2,0
130.0,wire_transfer,GB,2,0
191.69,fuel,GB,6,0
322.26,fuel,BR,8,0
324.92,grocer,BR,9,0
2310.9,grocer,BR,5,0
91.45,wire_transfer,GB,5,0
301.44,airline,GB,6,0
115.97,wire_transfer,IN,4,0
110.35,wire_transfer,US,6,0
49.08,fuel,IN,6,0
104.72,casino,NG,3,1
2756.99,electronics,GB,4,0
326.1,wire_transfer,GB,9,0
1670.26,wire_transfer,IN,1,0
435.12,fuel,IN,9,0
381.55,electronics,GB,6,0
3840.17,airline,BR,2,0
351.62,electronics,IN,2,1
292.61,casino,BR,9,0
4.21,wire_transfer,US,7,0
14.41,grocer,GB,8,0
243.54,fuel,GB,2,0
304.95,airline,BR,4,0
872.58,grocer,RU,3,0
399.67,grocer,US,3,0
335.98,casino,US,4,0
75.65,grocer,IN,9,0
258.74,fuel,RU,4,0
374.98,electronics,GB,5,0
234.99,grocer,IN,7,0
2954.09,electronics,BR,3,0
245.63,casino,GB,3,0
1460.24,electronics,IN,9,1
1079.47,airline,US,4,0
46.42,wire_transfer,GB,7,0
89.76,grocer,GB,5,1
244.51,grocer,US,9,0
4.95,grocer,US,5,0
8789.57,wire_transfer,RU,3,1
377.97,airline,US,4,0
301.59,airline,IN,1,1
93.22,electronics,US,2,0
35.93,electronics,US,4,0
363.99,fuel,BR,6,0
123.57,fuel,BR,9,0
383.01,fuel,GB,3,0
106.11,electronics,GB,5,0
3611.4,casino,NG,24,1
204.08,wire_transfer,IN,9,0
299.02,fuel,IN,9,0
91.72,casino,IN,1,0
113.47,wire_transfer,NG,4,0
304.34,wire_transfer,US,5,0
88.21,wire_transfer,GB,4,0
307.51,fuel,BR,5,0
107.53,electronics,IN,8,0
603.46,casino,IN,3,0
371.89,electronics,BR,6,0
281.69,casino,US,1,0
73.84,airline,RU,8,0
342.91,airline,GB,1,0
3939.24,electronics,GB,5,0
302.78,fuel,US,2,0
200.62,casino,US,6,0
104.41,fuel,BR,3,0
162.63,airline,BR,8,0
81.63,airline,GB,3,0
100.37,airline,BR,1,0
275.05,airline,BR,8,0
80.16,electronics,IN,3,0
117.84,fuel,BR,7,0
211.18,electronics,GB,8,1
27.99,electronics,BR,4,0
281.37,airline,BR,5,0
195.64,airline,US,6,0
383.71,casino,BR,8,0
56.78,fuel,IN,7,0
161.56,casino,BR,9,0
284.05,electronics,US,9,0
251.66,casino,GB,3,0
182.62,wire_transfer,US,7,0
344.58,fuel,BR,6,0
21.05,fuel,BR,5,0
2283.96,grocer,US,5,0
183.74,casino,GB,4,0
397.78,electronics,US,7,0
2928.25,casino,US,8,0
2450.23,fuel,BR,7,0
331.44,electronics,BR,4,0
97.0,airline,BR,6,0
5382.9,fuel,NG,5,1
128.32,grocer,GB,8,0
2140.12,grocer,BR,9,0
29.31,fuel,US,9,0
369.34,fuel,GB,5,0
35.19,grocer,IN,8,0
174.29,electronics,GB,6,0
120.89,fuel,GB,3,1
3028.21,fuel,US,7,0
163.28,electronics,IN,8,0
178.81,grocer,IN,8,0
260.94,fuel,NG,13,1
235.7,electronics,IN,2,0
32.95,electronics,US,4,0
377.86,electronics,US,8,0
268.08,grocer,GB,1,0
280.71,fuel,GB,9,0
129.19,grocer,IN,3,0
2756.64,fuel,US,1,0
325.59,grocer,IN,2,0
162.28,airline,GB,6,0
129.16,electronics,GB,5,0
494.02,electronics,GB,3,0
193.87,fuel,BR,1,0
78.26,wire_transfer,IN,4,0
121.16,casino,IN,5,0
234.03,casino,RU,9,0
90.77,grocer,US,5,0
40.27,airline,BR,7,0
350.88,casino,BR,6,0
240.32,electronics,BR,1,0
2348.96,wire_transfer,US,9,0
86.48,casino,GB,8,0
228.21,fuel,BR,4,0
14.15,wire_transfer,IN,4,0
3189.13,wire_transfer,IN,5,0
107.08,fuel,GB,1,0
697.33,wire_transfer,RU,23,1
225.6,airline,GB,3,0
115.32,electronics,BR,6,0
69.25,grocer,IN,6,1
371.83,airline,GB,4,0
184.36,electronics,RU,7,1
21.31,wire_transfer,GB,1,0
3945.26,fuel,US,9,1
362.26,grocer,IN,4,1
79.18,airline,US,1,0
257.04,casino,GB,9,0
59.55,electronics,GB,1,0
280.65,grocer,BR,8,0
15.88,fuel,BR,5,0
148.92,wire_transfer,BR,3,0
218.02,grocer,GB,7,0
377.97,fuel,BR,5,0
168.84,wire_transfer,BR,2,0
396.9,airline,RU,3,0
279.25,fuel,IN,2,0
154.17,casino,IN,8,0
30.92,casino,NG,3,0
208.83,fuel,GB,9,0
74.01,airline,BR,6,0
322.81,casino,IN,9,0
342.61,electronics,NG,1,0
220.36,casino,IN,9,0
113.42,fuel,US,7,0
2455.91,grocer,IN,6,0
390.42,fuel,US,1,0
200.51,airline,US,4,0
180.23,electronics,RU,12,1
56.41,grocer,IN,3,0
236.0,fuel,GB,6,0
281.69,wire_transfer,IN,1,0
70.78,grocer,GB,3,0
298.28,airline,IN,5,0
3109.34,electronics,IN,2,0
314.15,casino,NG,4,1
196.91,grocer,IN,5,0
6.14,fuel,BR,1,0
72.85,grocer,IN,5,1
64.97,electronics,IN,4,0
81.59,airline,IN,1,0
102.0,casino,GB,7,0
183.97,electronics,IN,9,1
98.35,grocer,GB,5,0
203.95,casino,US,1,0
395.6,electronics,IN,2,0
385.36,electronics,GB,4,0
320.08,grocer,GB,5,0
113.51,casino,US,9,0
309.99,casino,BR,7,1
389.85,fuel,BR,3,0
346.24,casino,GB,3,0
57.02,grocer,RU,9,0
116.86,casino,BR,3,0
149.62,casino,RU,6,0
35.22,wire_transfer,BR,2,0
2663.08,fuel,US,6,0
129.38,casino,US,8,0
121.29,fuel,IN,5,0
271.56,electronics,GB,2,0
162.74,electronics,US,3,0
3615.4,airline,NG,4,0
281.85,electronics,GB,5,1
289.27,electronics,BR,8,0
309.2,fuel,IN,8,0
30.71,wire_transfer,BR,7,0
781.53,electronics,GB,2,0
234.12,electronics,BR,5,0
202.99,electronics,US,9,0
140.1,airline,NG,1,0
393.83,casino,BR,5,0
340.62,electronics,US,6,0
252.31,airline,BR,2,0
106.61,casino,GB,1,0
352.42,grocer,BR,2,0
399.55,wire_transfer,GB,4,0
396.93,wire_transfer,GB,9,0
216.94,wire_transfer,BR,3,0
345.35,fuel,US,1,0
227.22,casino,IN,6,0
21.11,airline,US,6,0
379.54,electronics,BR,1,0
232.31,fuel,IN,9,0
2653.62,airline,GB,8,0
165.86,wire_transfer,BR,1,0
267.53,airline,US,9,0
3598.92,wire_transfer,US,8,0
3765.9,wire_transfer,RU,9,0
3291.39,airline,US,4,0
152.39,airline,IN,4,0
93.03,electronics,GB,8,0
325.28,wire_transfer,BR,2,0
141.35,electronics,US,1,0
269.36,electronics,BR,7,0
777.67,casino,NG,4,1
252.08,airline,BR,9,0
240.23,electronics,GB,4,0
718.65,wire_transfer,RU,2,1
150.01,fuel,IN,9,0
122.72,wire_transfer,US,7,0
330.46,airline,IN,8,0
1632.37,casino,BR,8,0
138.82,wire_transfer,GB,1,0
92.21,electronics,BR,4,0
285.06,casino,IN,8,0
231.98,wire_transfer,BR,7,0
1463.77,casino,US,2,0
388.31,grocer,BR,8,0
47.16,electronics,IN,4,0
113.18,grocer,GB,1,0
3328.38,casino,BR,7,0
193.2,casino,BR,4,0
72.74,fuel,RU,2,0
71.38,fuel,US,1,0
6444.71,wire_transfer,RU,5,1
285.98,grocer,US,3,0
1161.01,wire_transfer,IN,6,0
1774.69,wire_transfer,BR,2,0
256.68,fuel,IN,9,0
14.56,wire_transfer,BR,9,0
320.57,fuel,GB,3,0
466.37,wire_transfer,IN,8,0
47.91,grocer,US,9,0
